ds,yhat,yhat_lower,yhat_upper
31-10-2015,2209.961754,-2208.247038,6379.931118
01-11-2015,2484.344405,-1834.822759,6277.578014
02-11-2015,2781.891168,-1331.52873,6994.717968
03-11-2015,2284.199303,-1669.332615,6367.373824
05-11-2015,2769.632206,-1384.104811,6996.351451
06-11-2015,3103.113873,-1092.366567,7559.672366
07-11-2015,2767.847513,-1454.607121,6754.213658
08-11-2015,3005.616942,-1179.656569,7038.212938
09-11-2015,3261.411481,-968.7447994,7541.562856
10-11-2015,2717.549573,-1215.839035,6868.037934
11-11-2015,1880.714303,-2605.357535,6133.012608
12-11-2015,3100.627601,-1329.029493,7106.058704
13-11-2015,3379.680458,-725.2405657,7774.583652
14-11-2015,2989.04919,-1444.858271,7205.364084
15-11-2015,3171.461954,-932.0931368,7525.235895
16-11-2015,3372.84785,-710.0511993,7608.152985
17-11-2015,2776.442334,-1143.478293,6928.327213
19-11-2015,3063.472907,-1036.74672,7170.021425
20-11-2015,3300.755642,-781.8397409,7283.757971
21-11-2015,2873.300362,-1375.727156,6864.961891
22-11-2015,3024.375752,-1144.115074,7306.731918
23-11-2015,3200.331308,-1186.151102,7546.238426
24-11-2015,2584.692168,-1577.999486,6836.884669
25-11-2015,1685.168306,-2334.660485,5485.470705
26-11-2015,2852.305541,-1133.254359,7074.83169
27-11-2015,3089.096303,-1313.187905,7589.960506
28-11-2015,2667.080742,-1601.162797,6703.300885
29-11-2015,2829.102886,-1287.022623,7041.311116
30-11-2015,3020.954541,-1123.516799,6969.663649
01-12-2015,2425.480959,-2146.774416,6441.166977
03-12-2015,2742.989483,-1116.732832,7187.088723
04-12-2015,3007.677923,-847.2338471,6768.722421
05-12-2015,2614.206272,-1654.288507,7040.828962
06-12-2015,2804.387496,-1321.287522,6910.13068
07-12-2015,3022.978653,-1229.597324,7193.11794
08-12-2015,2451.81145,-1743.468435,6681.354205
09-12-2015,1596.840292,-2558.859016,5811.378195
10-12-2015,2806.834428,-1183.005694,7303.694875
11-12-2015,3083.031256,-855.9588577,7266.288018
12-12-2015,2695.280377,-1634.014413,6724.635077
13-12-2015,2884.842104,-1509.618041,7078.015511
14-12-2015,3096.072102,-1050.517021,7369.530195
15-12-2015,2510.565153,-1587.907628,6492.153364
16-12-2015,1634.212739,-2589.833621,5536.73614
17-12-2015,2815.900728,-1594.842109,6789.623992
18-12-2015,3057.163987,-1234.079463,7248.992034
19-12-2015,2628.32739,-1527.425513,6861.256247
20-12-2015,2771.296898,-1462.733774,6538.612694
21-12-2015,2931.232469,-1543.838158,7024.904996
22-12-2015,2290.675992,-1774.086877,6581.031422
23-12-2015,1356.589211,-3023.803555,5411.652561
24-12-2015,2479.028352,-1690.853195,6877.038455
25-12-2015,2660.772754,-1961.256526,6868.415325
26-12-2015,2173.437541,-1756.137393,6241.465924
27-12-2015,2260.234672,-1727.870905,6519.45153
28-12-2015,2367.614821,-1644.859758,6221.000126
29-12-2015,1679.36402,-2326.678805,6010.759146
30-12-2015,703.6108016,-3501.567888,5096.047844
31-12-2015,1791.627125,-2265.848312,6009.263139
02-01-2016,1441.997135,-2486.534134,5518.85695
03-01-2016,1520.530191,-2763.306276,5668.094123
04-01-2016,1629.399848,-2732.532617,5836.15015
05-01-2016,952.5692035,-3353.446168,5169.00177
07-01-2016,1116.919283,-3130.232018,5062.686378
08-01-2016,1312.173933,-3143.638183,5740.684303
09-01-2016,855.5752309,-3238.114512,5026.642709
10-01-2016,990.0269674,-3012.299246,5180.428054
11-01-2016,1161.292726,-3234.315881,5289.399935
14-01-2016,861.9018035,-3420.038491,4870.829924
15-01-2016,1131.964239,-3025.59338,5422.255409
16-01-2016,749.4820909,-3392.057071,4654.113958
17-01-2016,955.7942974,-3075.612582,5081.908935
21-01-2016,1063.414652,-3358.467898,5384.351876
22-01-2016,1373.230563,-2767.630409,5320.777097
23-01-2016,1020.908269,-3297.383647,5287.705383
24-01-2016,1247.189421,-2785.159271,5944.738831
25-01-2016,1495.952942,-2777.725472,5416.248467
28-01-2016,1329.317674,-2725.588408,5584.571016
30-01-2016,1215.40354,-3023.297857,5304.370126
31-01-2016,1394.122831,-2526.641191,5316.268972
01-02-2016,1589.048167,-2864.097531,5941.139624
02-02-2016,982.7776963,-3015.948069,5300.203715
03-02-2016,82.39277139,-3791.543488,4089.530012
04-02-2016,1238.125923,-3231.524145,5308.563786
05-02-2016,1452.981478,-2825.852485,5987.454328
06-02-2016,998.8391233,-3194.666511,5251.941252
07-02-2016,1119.205008,-2869.081074,5621.885785
08-02-2016,1260.843159,-2760.543908,5295.835494
09-02-2016,607.8614237,-3346.752967,4700.882562
11-02-2016,794.8063305,-3455.587382,4967.611373
12-02-2016,990.1466262,-3245.477193,5215.580485
13-02-2016,527.3651449,-3371.30305,4527.105864
14-02-2016,650.4763143,-3166.365767,4909.555997
15-02-2016,806.4909943,-3403.925539,5028.869978
16-02-2016,179.4954202,-3904.598656,4380.460442
19-02-2016,705.1841255,-3324.43607,4777.601132
20-02-2016,309.3507641,-3834.973159,4847.263825
21-02-2016,507.176776,-3729.831723,4730.919968
22-02-2016,744.1437285,-3475.180306,5022.855423
23-02-2016,202.7561695,-3836.569763,4641.838732
25-02-2016,653.4029408,-3824.160681,4894.752797
27-02-2016,686.8122687,-3806.069033,5016.835809
28-02-2016,967.1055214,-3084.905894,5500.638231
29-02-2016,1280.708687,-2765.365423,5373.471221
01-03-2016,808.5844364,-3316.890384,5183.343575
03-03-2016,1370.290713,-2863.039815,5461.351102
04-03-2016,1752.421206,-2275.701162,5957.372158
05-03-2016,1471.252211,-2927.45795,5557.630689
06-03-2016,1767.297524,-2147.84898,5985.418621
07-03-2016,2084.229767,-1861.799114,6219.864368
08-03-2016,1603.031986,-2603.778821,5867.428155
09-03-2016,829.0604295,-3199.829898,5078.653155
10-03-2016,2110.744783,-2147.954334,6401.387679
11-03-2016,2449.242687,-1759.72396,6622.47051
12-03-2016,2114.578144,-1879.01009,6390.644385
13-03-2016,2348.427704,-1689.199961,6607.41689
14-03-2016,2595.786439,-1689.28004,6941.174677
15-03-2016,2039.087264,-2104.728883,6068.512233
17-03-2016,2384.23997,-1925.096856,6580.766106
18-03-2016,2638.895936,-1344.992727,7376.422991
19-03-2016,2220.821124,-2467.277996,6561.731973
20-03-2016,2373.238877,-1501.621344,6706.413137
21-03-2016,2542.60377,-1830.539199,6467.384582
22-03-2016,1912.689867,-2270.888426,5914.563256
24-03-2016,2130.36183,-2161.12451,6219.936474
25-03-2016,2332.61495,-1705.261051,6603.170706
26-03-2016,1870.609908,-2525.950039,6050.702464
27-03-2016,1987.994193,-2254.411064,6296.479873
28-03-2016,2131.432178,-2030.580667,6587.081271
29-03-2016,1484.695332,-2860.873757,5307.94229
30-03-2016,555.6697479,-3899.583772,4646.691299
31-03-2016,1695.008475,-2770.636097,6066.869429
01-04-2016,1905.746484,-2413.402313,5999.142164
02-04-2016,1459.408662,-2586.613936,5560.992171
03-04-2016,1598.775241,-2193.579139,5795.005941
04-04-2016,1769.537,-2336.260977,5762.48485
05-04-2016,1154.41379,-3002.767329,5574.82163
06-04-2016,260.2387768,-4052.767948,4549.429481
07-04-2016,1436.498924,-2813.2719,5774.206573
08-04-2016,1685.121071,-2515.749316,5995.809116
09-04-2016,1276.560955,-2963.769829,5503.874347
10-04-2016,1452.595021,-2818.91001,5505.397544
12-04-2016,1074.689592,-3123.081456,5336.69877
13-04-2016,208.7739063,-3900.756339,4300.448227
14-04-2016,1409.249688,-2573.655313,5605.758471
15-04-2016,1677.65642,-2558.866551,5965.523959
16-04-2016,1284.216829,-3044.848092,5686.497136
17-04-2016,1470.629125,-2696.178478,5942.46711
18-04-2016,1681.742247,-2202.570173,6040.146825
19-04-2016,1099.687317,-3423.162179,5165.409051
21-04-2016,1424.902505,-2807.081431,5674.193143
22-04-2016,1683.736496,-2531.591289,5919.207072
23-04-2016,1278.28701,-2794.530465,5271.722772
24-04-2016,1450.951613,-2886.633644,5413.44487
25-04-2016,1647.313251,-2635.005715,5660.160853
26-04-2016,1050.248644,-3080.41898,5099.567422
28-04-2016,1347.574436,-2942.522855,5518.964739
30-04-2016,1180.299082,-3061.44102,5524.147288
01-05-2016,1346.723872,-2494.140809,5529.337941
02-05-2016,1540.122545,-2402.036167,5739.234841
03-05-2016,943.6485816,-3240.729735,5026.247353
05-05-2016,1253.335219,-2989.961136,5057.813649
06-05-2016,1512.368722,-2485.892771,5901.350524
07-05-2016,1112.99796,-3229.390488,5190.005787
08-05-2016,1297.805126,-2855.953702,5307.871001
09-05-2016,1512.358904,-2793.981859,5501.776676
10-05-2016,939.3258231,-3364.477551,5077.38609
11-05-2016,85.49866714,-4030.32768,4187.933582
12-05-2016,1300.468937,-2996.330837,5464.757156
14-05-2016,1213.456158,-3093.741141,5306.386264
15-05-2016,1423.975854,-2606.061314,5446.080082
16-05-2016,1662.747393,-2683.629954,5794.959416
17-05-2016,1111.834105,-2605.748792,5505.25027
18-05-2016,277.4797301,-4205.984876,4274.504622
19-05-2016,1508.795312,-2856.089362,5706.409464
20-05-2016,1807.405375,-2417.89753,5886.640161
21-05-2016,1443.583057,-2871.522675,5699.934534
22-05-2016,1659.037933,-2501.051451,5831.575244
23-05-2016,1898.58855,-2332.985693,6038.930302
24-05-2016,1344.292749,-2984.943765,5337.067767
25-05-2016,502.4908362,-3593.752169,4742.840019
26-05-2016,1722.488239,-2538.837968,6074.433466
27-05-2016,2006.194859,-2344.039164,6323.703836
28-05-2016,1624.251013,-2599.783949,5977.842793
29-05-2016,1818.804099,-2558.908638,5984.422531
30-05-2016,2035.168197,-2110.742853,6335.802191
31-05-2016,1455.940237,-2791.275354,5933.095157
02-06-2016,1781.318119,-2323.599145,5807.913369
03-06-2016,2038.298495,-2219.537017,6292.478398
04-06-2016,1630.170849,-2570.970795,5857.791421
05-06-2016,1799.61256,-2467.300519,5775.595185
06-06-2016,1992.423607,-1919.266483,6023.690128
07-06-2016,1391.631508,-2558.293,5548.625068
09-06-2016,1681.239417,-2566.61761,5911.559915
10-06-2016,1924.524631,-2392.280976,6605.394006
11-06-2016,1505.704195,-2914.210603,5634.997838
12-06-2016,1667.512016,-2458.980877,5843.865363
13-06-2016,1855.726025,-2240.431497,5893.819613
14-06-2016,1253.277043,-2830.736102,5213.781249
15-06-2016,367.2734589,-3443.080335,4324.620904
16-06-2016,1547.668774,-2699.511165,5912.707614
17-06-2016,1796.889562,-2278.324748,5724.334593
18-06-2016,1385.953926,-2906.138249,5496.894454
19-06-2016,1557.244686,-2746.22556,5645.757146
20-06-2016,1756.169451,-2449.720324,6240.034338
21-06-2016,1165.281101,-3151.896194,5491.940753
23-06-2016,1483.861345,-2641.713626,5833.923843
24-06-2016,1745.014936,-2573.905456,5951.162228
25-06-2016,1345.49041,-2963.700753,5516.583056
26-06-2016,1527.408721,-2546.404388,5905.173884
27-06-2016,1735.961769,-2327.574951,5996.312181
28-06-2016,1153.536939,-3067.57187,5107.103633
29-06-2016,286.7554072,-3907.324492,4268.348624
30-06-2016,1485.150973,-2754.371856,5554.149313
01-07-2016,1750.806659,-2554.4174,6234.614914
02-07-2016,1354.479022,-2815.827199,5599.155897
03-07-2016,1538.387084,-2554.586196,5857.122516
04-07-2016,1747.834126,-2387.561499,6187.61228
07-07-2016,1494.808787,-2622.628032,5676.521788
08-07-2016,1758.7437,-2273.933743,6172.403971
09-07-2016,1360.544934,-2544.185378,5836.44418
10-07-2016,1542.615801,-2480.276316,5831.229044
12-07-2016,1166.761913,-2889.19274,5237.182223
14-07-2016,1495.419494,-2589.375976,5647.193852
15-07-2016,1759.952316,-2584.130984,6305.698264
16-07-2016,1363.061575,-2853.18007,5780.466041
17-07-2016,1547.141482,-2737.059631,5786.578957
18-07-2016,1757.645085,-2310.832763,5703.228634
19-07-2016,1177.198213,-3067.330898,5073.099548
20-07-2016,312.6286958,-4315.529291,4648.860194
21-07-2016,1513.637907,-2609.619062,5750.73376
22-07-2016,1782.432103,-2598.468224,5922.376648
23-07-2016,1389.843655,-2839.103073,5507.407889
24-07-2016,1578.106372,-2459.803091,5797.712469
25-07-2016,1792.517103,-2766.669988,5982.718498
28-07-2016,1557.232396,-2632.817468,5450.892256
29-07-2016,1827.60565,-1788.623611,5659.669709
30-07-2016,1435.847378,-2628.404681,5811.929888
31-07-2016,1624.197527,-2319.264559,5949.501875
01-08-2016,1838.000777,-2303.785092,5820.607188
02-08-2016,1259.828724,-2774.478872,5537.031638
03-08-2016,396.5155397,-3701.506672,4230.445031
04-08-2016,1597.833869,-2485.645057,5858.533556
05-08-2016,1866.128274,-2438.313234,6104.348434
06-08-2016,1472.436166,-2758.517002,5954.653625
07-08-2016,1659.260379,-2345.118839,5955.839934
08-08-2016,1872.225612,-2161.136175,6050.451863
09-08-2016,1294.192326,-2767.863173,5622.329461
11-08-2016,1636.551069,-2268.110064,6036.481768
12-08-2016,1909.600173,-2263.950055,5782.703273
13-08-2016,1522.700502,-2676.209636,5713.799975
14-08-2016,1718.550113,-2628.78412,5938.818579
15-08-2016,1942.923629,-1972.212921,6334.567238
16-08-2016,1378.778859,-2870.34809,5904.038034
17-08-2016,533.2774062,-3531.870269,4496.205239
18-08-2016,1756.480901,-2256.131504,5795.791736
19-08-2016,2050.868437,-1844.858313,6093.294021
20-08-2016,1687.54985,-2445.45867,5958.226693
21-08-2016,1908.995047,-2174.196445,6004.268272
22-08-2016,2160.684052,-1959.035804,6396.772013
23-08-2016,1625.217169,-2460.048599,5783.168312
26-08-2016,2387.047159,-1706.180383,6679.451255
27-08-2016,2053.201947,-2375.476422,6135.997972
28-08-2016,2302.984847,-1831.656842,6478.327825
29-08-2016,2581.298716,-1480.555365,6638.810052
30-08-2016,2070.166581,-2223.179934,6187.730891
31-08-2016,1275.769393,-3066.8056,5489.570138
01-09-2016,2547.12651,-1695.997661,6707.955065
02-09-2016,2885.736202,-1565.520757,6904.241218
03-09-2016,2561.706101,-1794.592378,6478.453019
04-09-2016,2816.537618,-1411.205638,7191.231027
05-09-2016,3094.796387,-978.7362417,6984.232993
06-09-2016,2578.242104,-1647.109718,6778.591557
08-09-2016,3027.610687,-893.2571779,7242.827969
09-09-2016,3343.945428,-992.7363842,7442.840671
10-09-2016,2992.066958,-1094.743553,6971.496613
11-09-2016,3213.649597,-968.3615469,7582.002181
12-09-2016,3453.520882,-715.5141197,7689.358633
13-09-2016,2893.788117,-1323.835021,7120.059683
14-09-2016,2040.877862,-2043.054273,6218.316701
15-09-2016,3244.215201,-918.730706,7426.738204
16-09-2016,3505.86013,-667.4821963,7818.090455
17-09-2016,3096.631095,-983.7404676,7536.467895
18-09-2016,3258.879866,-1000.339105,7831.711554
19-09-2016,3438.150036,-818.5860129,7395.663207
20-09-2016,2817.292761,-1393.353423,6938.595107
22-09-2016,3046.94825,-1328.125056,7266.345061
23-09-2016,3250.472367,-957.528548,7283.602907
24-09-2016,2785.629611,-1391.680301,6781.471877
25-09-2016,2895.488341,-1471.054989,7073.649213
26-09-2016,3026.271736,-1309.174417,6990.912754
27-09-2016,2361.464335,-1499.468939,6596.820407
28-09-2016,1408.832002,-2817.361292,5706.095315
29-09-2016,2519.082451,-2024.77315,6772.026317
30-09-2016,2695.483925,-1460.630885,6775.214916
01-10-2016,2209.976605,-2156.361867,6445.54443
02-10-2016,2305.919536,-1825.375117,6515.765775
03-10-2016,2429.748709,-1715.423789,6740.853069
04-10-2016,1765.076859,-2349.292735,5595.286901
06-10-2016,1944.317777,-2389.739863,6013.133037
07-10-2016,2142.032311,-1981.669814,6270.617852
08-10-2016,1684.577238,-2853.284695,5840.112327
09-10-2016,1815.019822,-2157.87276,6090.284227
10-10-2016,1979.421397,-1935.357807,5841.056901
11-10-2016,1360.945594,-2902.150209,5773.135097
13-10-2016,1647.310975,-2510.382922,5834.205486
14-10-2016,1904.731143,-2048.429687,6224.119083
15-10-2016,1510.173124,-2331.460349,5674.382545
16-10-2016,1705.970415,-2740.009953,5895.444722
17-10-2016,1937.415821,-2534.443478,5829.010527
18-10-2016,1386.878427,-2568.392348,5671.609497
20-10-2016,1808.55193,-2558.802605,5673.612163
21-10-2016,2131.707824,-2132.00136,6142.691434
22-10-2016,1800.532442,-2567.79965,5945.685702
23-10-2016,2056.580595,-2101.915747,6433.294987
24-10-2016,2344.4006,-1770.658838,6736.156405
25-10-2016,1845.661735,-2472.143879,6104.948748
27-10-2016,2354.689598,-1545.424265,6625.403532
28-10-2016,2712.315749,-1317.577054,7035.72797
29-10-2016,2408.881556,-1640.341837,6458.213146
30-10-2016,2685.610182,-1298.88484,6874.980134
31-10-2016,2986.816039,-1438.460031,7074.694915
01-11-2016,2494.037836,-1599.931165,6492.832022
03-11-2016,2992.729462,-1385.205415,7551.578091
04-11-2016,3334.344028,-1064.276128,7645.799602
05-11-2016,3008.043712,-1215.129085,6983.777657
06-11-2016,3255.467402,-1045.703109,7300.26839
07-11-2016,3521.44779,-786.0838724,7822.399737
08-11-2016,2988.137626,-1067.368115,7151.618305
09-11-2016,2162.048131,-1876.393416,6696.06461
10-11-2016,3392.726307,-913.5771672,7566.246509
11-11-2016,3682.388438,-600.7136328,7721.154559
12-11-2016,3302.039725,-1029.643628,7632.824565
13-11-2016,3494.244216,-702.8164949,7629.436631
14-11-2016,3704.777333,-657.8470272,7835.76586
15-11-2016,3116.734394,-1243.790068,7646.17994
16-11-2016,2237.551044,-2155.496487,6487.355535
17-11-2016,3417.662197,-620.9760076,7351.372384
18-11-2016,3660.117413,-510.9805897,7851.748124
19-11-2016,3236.683014,-886.3034457,7402.401383
20-11-2016,3390.595486,-1018.486901,7387.740306
21-11-2016,3568.198841,-698.147914,7714.241851
22-11-2016,2953.039958,-1282.806465,7178.465318
23-11-2016,2052.877698,-2122.412621,6152.616253
24-11-2016,3218.333211,-1147.024364,7173.628655
25-11-2016,3452.499401,-550.606296,7493.826421
26-11-2016,3027.040115,-1006.880555,7135.035778
27-11-2016,3184.943806,-620.2334826,7080.756723
28-11-2016,3372.164404,-873.7355349,7764.080182
29-11-2016,2771.723464,-1392.345621,7223.499541
30-11-2016,1890.729324,-2290.525575,5989.98842
01-12-2016,3079.04056,-944.0275836,7093.981274
02-12-2016,3338.891485,-837.6939738,7553.267173
03-12-2016,2941.009973,-1054.19624,7155.434118
04-12-2016,3127.391994,-1050.823233,7411.475028
05-12-2016,3342.965164,-755.0992202,7265.661652
06-12-2016,2769.714897,-1413.172716,7043.829495
08-12-2016,3123.882814,-880.1787614,7283.779354
09-12-2016,3401.495965,-1006.307806,7676.070061
10-12-2016,3016.467194,-1389.431541,6986.500932
11-12-2016,3210.074271,-890.8510681,7347.128206
12-12-2016,3426.656805,-490.9119391,7585.539566
13-12-2016,2847.759623,-1135.427414,6916.676839
14-12-2016,1979.190785,-2191.723497,6033.260085
15-12-2016,3169.72052,-889.950624,7427.431926
16-12-2016,3420.737906,-849.4699333,7494.257418
17-12-2016,3002.394717,-976.7362917,7107.174892
18-12-2016,3156.400071,-1225.27354,7648.058078
19-12-2016,3327.697565,-1039.657297,7462.27129
20-12-2016,2698.597989,-1335.71056,6799.382421
22-12-2016,2909.182844,-950.0710266,7090.213036
23-12-2016,3101.21576,-1098.309637,6935.241912
24-12-2016,2623.301542,-1559.326703,6766.553611
25-12-2016,2718.430872,-1332.85867,6836.832745
26-12-2016,2832.852368,-1579.234164,6886.563115
27-12-2016,2150.174216,-1955.994794,6052.949872
29-12-2016,2268.459262,-1880.408299,6582.308338
30-12-2016,2424.049205,-1546.872272,6761.001012
31-12-2016,1917.487981,-2277.02022,6217.164952
01-01-2017,1992.574615,-2223.179081,6260.836647
02-01-2017,2096.190454,-1973.226245,6231.842545
03-01-2017,1412.382586,-2726.57583,5707.814215
06-01-2017,1742.140155,-2555.756192,6165.745337
07-01-2017,1273.270311,-2493.719726,5561.948517
08-01-2017,1394.687857,-2714.122345,5509.411725
09-01-2017,1552.428327,-2684.504641,5760.387805
12-01-2017,1212.401638,-2784.441555,5296.091024
13-01-2017,1469.869865,-2891.078637,5990.667489
14-01-2017,1075.734905,-2837.311,5184.366676
15-01-2017,1271.589279,-2911.883876,5701.053785
16-01-2017,1501.899374,-2855.427089,5684.418229
19-01-2017,1353.370587,-2755.424349,5278.344161
20-01-2017,1661.409584,-2497.626604,5784.641677
21-01-2017,1309.306842,-2937.657448,5471.316123
22-01-2017,1537.784424,-2527.442604,5728.134877
23-01-2017,1790.65444,-2568.09837,6132.002887
24-01-2017,1248.973548,-3010.364309,5604.528527
26-01-2017,1646.455253,-2631.754977,6036.719155
27-01-2017,1935.078876,-2224.573067,6213.491543
28-01-2017,1553.885814,-2693.496647,5909.130911
29-01-2017,1744.409766,-2504.14477,5964.536214
30-01-2017,1951.492167,-2140.360228,6046.526368
02-02-2017,1635.973883,-2436.113172,5560.793919
03-02-2017,1861.227693,-2211.967358,6335.270568
04-02-2017,1416.291181,-2418.847586,5616.482647
05-02-2017,1544.410607,-2695.71679,5587.137061
06-02-2017,1692.122258,-2481.095182,6130.366527
09-02-2017,1232.541097,-2708.687949,5367.457615
10-02-2017,1425.775774,-2716.332801,5555.37007
11-02-2017,958.7138586,-3375.857089,5226.180386
13-02-2017,1222.994815,-2820.951475,5505.738428
16-02-2017,832.4915496,-3318.090088,4943.905178
17-02-2017,1071.170781,-3112.168913,5465.115897
18-02-2017,659.7365228,-3230.752306,4961.553424
19-02-2017,841.2678572,-3355.610725,4899.025184
20-02-2017,1061.673101,-3284.944708,5590.424939
21-02-2017,503.793742,-3428.557465,4849.092045
23-02-2017,923.0054545,-3537.941037,4951.656088
24-02-2017,1251.217109,-2951.991819,5496.465732
25-02-2017,929.1526322,-3364.758267,5324.633816
26-02-2017,1198.086931,-2924.621499,5356.108644
28-02-2017,1022.525572,-3066.613184,5164.776784
02-03-2017,1575.795792,-2625.335802,5618.363543
03-03-2017,1957.149764,-2179.458947,5917.00115
04-03-2017,1677.516527,-2537.708105,5737.714888
05-03-2017,1977.36275,-2356.229516,6295.355353
06-03-2017,2300.267171,-1804.290719,6190.032787
07-03-2017,1827.074874,-2211.328088,5994.281602
08-03-2017,1062.963762,-2979.349467,5213.487494
09-03-2017,2356.149365,-1726.528865,6459.993689
10-03-2017,2707.544721,-1594.632595,6951.170785
11-03-2017,2386.904788,-1934.952806,6696.783114
12-03-2017,2635.619098,-1683.942172,6686.484175
13-03-2017,2898.384546,-1306.254154,6927.430403
14-03-2017,2357.331654,-1503.683081,6557.683315
16-03-2017,2733.306381,-1469.723572,7025.69692
17-03-2017,3002.573477,-1240.719688,7424.260783
18-03-2017,2598.232417,-1571.703251,7226.090553
19-03-2017,2763.280844,-1772.955716,6896.193532
20-03-2017,2943.979077,-1276.66523,7324.4901
21-03-2017,2323.941995,-1486.582987,6462.541685
23-03-2017,2556.551895,-1564.832442,6587.423726
24-03-2017,2763.742498,-1602.606793,7098.575952
25-03-2017,2304.971586,-1852.597905,6577.284365
26-03-2017,2423.923525,-1721.951901,6240.86874
27-03-2017,2567.33605,-1522.186165,6338.73807
28-03-2017,1919.08745,-2447.111181,6156.790603
29-03-2017,987.2003224,-3237.573573,5133.798761
30-03-2017,2122.489482,-2288.33001,6313.207516
31-03-2017,2328.172002,-1705.062035,6622.550136
01-04-2017,1875.969899,-2287.095062,5929.176641
02-04-2017,2008.870028,-1975.874915,5999.233168
03-04-2017,2172.773672,-1781.340459,6426.114498
04-04-2017,1550.609534,-2638.781314,5851.319369
06-04-2017,1818.765117,-2538.361667,6048.073744
07-04-2017,2060.908937,-1984.077373,6253.711501
08-04-2017,1646.405306,-2483.950184,5758.725439
09-04-2017,1817.159629,-2186.503048,6143.567936
10-04-2017,2018.050713,-1988.204631,6045.114396
11-04-2017,1431.068291,-2662.422245,5416.840022
12-04-2017,562.3662785,-3488.511013,4770.005852
13-04-2017,1760.958077,-2177.01707,5897.784876
14-04-2017,2028.370727,-2177.445209,6442.319141
15-04-2017,1634.787358,-2558.461498,5699.887692
16-04-2017,1821.841569,-2269.844397,6197.530043
17-04-2017,2034.29543,-2071.160369,6274.911615
20-04-2017,1784.540755,-2790.754038,5951.872556
21-04-2017,2046.32115,-2149.722714,6192.965904
22-04-2017,1643.877371,-2495.983145,5865.703268
23-04-2017,1819.467268,-2332.377636,5995.779324
24-04-2017,2018.540033,-2364.031135,6189.834423
25-04-2017,1423.848474,-2844.901666,5601.034738
26-04-2017,542.4723845,-3490.430507,5153.068096
27-04-2017,1724.480261,-2568.744768,5969.165758
28-04-2017,1972.547187,-2324.305104,6418.153839
29-04-2017,1558.059396,-2586.85102,5747.405952
30-04-2017,1723.870247,-2403.729369,6082.573834
01-05-2017,1915.940385,-2151.65363,6281.594701
02-05-2017,1317.436245,-2800.240082,5655.360312
03-05-2017,435.7427753,-3895.780584,4422.232094
04-05-2017,1621.117842,-2438.848282,5954.448829
05-05-2017,1876.306288,-2451.921169,5798.647599
06-05-2017,1472.644186,-2963.94723,5792.976984
07-05-2017,1652.817943,-2358.99612,5659.080662
08-05-2017,1862.510886,-2232.760303,6258.404019
09-05-2017,1284.511229,-2894.313807,5569.816897
11-05-2017,1635.904778,-2796.722758,6020.126509
12-05-2017,1917.160411,-2067.703895,6178.25044
13-05-2017,1540.200667,-2760.040899,5769.348991
14-05-2017,1747.051036,-2431.608653,5759.045653
15-05-2017,1982.731128,-2180.574671,6248.357432
16-05-2017,1429.381245,-2633.371136,5568.387219
18-05-2017,1823.655412,-2068.323981,5736.079992
19-05-2017,2122.079033,-2201.338673,6335.873947
20-05-2017,1758.851947,-2373.839635,5992.905323
21-05-2017,1975.667281,-1943.85036,6026.754945
22-05-2017,2217.308564,-1743.041949,6381.25163
23-05-2017,1665.781322,-2712.388022,5581.515111
25-05-2017,2051.262438,-2077.611078,6182.050613
26-05-2017,2339.312183,-1946.148485,6666.496841
27-05-2017,1962.046547,-2458.8781,6400.561548
28-05-2017,2161.506374,-1437.511115,6089.353163
29-05-2017,2382.896498,-1888.548964,6490.967639
30-05-2017,1808.70483,-2362.549263,5892.76045
01-06-2017,2143.767969,-2145.217873,6508.846613
02-06-2017,2405.205013,-1701.823292,6448.304996
03-06-2017,2001.164297,-1975.470592,6280.282743
04-06-2017,2174.253577,-2097.857657,6232.965077
05-06-2017,2370.216739,-1859.963126,6519.006475
06-06-2017,1772.039734,-2174.648128,6282.354945
08-06-2017,2065.176032,-2092.282503,6273.051256
09-06-2017,2309.366862,-2144.291202,6365.789336
10-06-2017,1890.898634,-2456.282065,6042.950782
11-06-2017,2052.536105,-2157.10268,6283.606429
12-06-2017,2240.099701,-2141.991458,6233.694802
13-06-2017,1636.572681,-2418.968798,5987.135032
15-06-2017,1927.773152,-2587.71083,5985.020312
16-06-2017,2175.017184,-1998.493062,6448.013059
17-06-2017,1761.945718,-2446.896287,6179.430742
18-06-2017,1931.012592,-2012.946575,6264.973204
19-06-2017,2127.693757,-1906.943327,6175.396259
20-06-2017,1534.60587,-2738.83041,5727.714713
21-06-2017,658.5406466,-3274.432788,4733.050014
22-06-2017,1849.141764,-2913.983255,6009.819028
24-06-2017,1707.487546,-2369.545498,5988.538946
25-06-2017,1888.122191,-2307.073688,5796.519241
26-06-2017,2095.648906,-1966.882993,6138.46448
27-06-2017,1512.456649,-2552.390846,6064.202569
29-06-2017,1843.272807,-2258.239164,5969.887417
30-06-2017,2108.857845,-1906.068197,6390.953005
01-07-2017,1712.640412,-2541.256592,6265.664955
02-07-2017,1896.791906,-2266.582462,6047.083199
03-07-2017,2106.590333,-2056.604295,6463.829538
05-07-2017,657.4023402,-3330.681984,4997.482491
06-07-2017,1854.87121,-2607.964603,5974.951896
07-07-2017,2119.199527,-1620.050315,6756.346471
08-07-2017,1721.318048,-2361.118892,5679.698149
09-07-2017,1903.604282,-2571.233037,5903.738779
